回帖用户名,用户主页地址,回帖时间,回帖内容
X filer,https://x.com/onelessx,2026-01-10T12:01:13.000Z,"中國沒有獨立的私營企業，國企央企若是民用公司，可以一夜之間變成軍事相關聯公司或參與軍事項目開發，只要黨要求這麼做。這種黨管一切天下人皆知。

而中國國企央企在格陵蘭存在感很強，並打算更強。

從2008到2025，中國在格陵蘭大舉投資，背後有資源訴求，更有防止北極航道受阻的戰略需求。"
QuantMind,https://x.com/QuantMind_2014,2026-01-10T08:39:34.000Z,强奸犯：我强奸她是怕她被别人强奸
Science Focused,https://x.com/Tao_Tao123,2026-01-10T08:23:30.000Z,特朗普这话说得有道理，委内瑞拉其实中俄也在介入，实际领土占领即使中国不会，俄罗斯会。
coldfire,https://x.com/coldfir57669258,2026-01-10T12:49:56.000Z,王局的推特总是带着讽刺，跟油管节目的理性分析形象相差很大。为何？
小叮咚铜锣烧,https://x.com/JackL3333,2026-01-10T12:26:41.000Z,王局今天穿红衣哈
独孤,https://x.com/franknsy,2026-01-10T07:48:05.000Z,懂王为了达成自己的目的，当然不择手段了
Xiaoniao2x,https://x.com/Lvxiaoniao2x,2026-01-10T11:15:18.000Z,挺王局此推 格岛稀土储藏全球总量占比小鱼1％ 开采价值更低 美国想拿到格根本不是经济考量 美国半个世纪去工业化 几十亿美元十几年建一公里高铁 所以也没有能力建设格岛 真实目的是害怕中俄上岛建导弹基地 没有拦截时间 这也说不通 中间还隔着加拿大呢 就是无厘头胡闹
让子弹飞,https://x.com/GangZhao1979,2026-01-10T13:33:15.000Z,川普拿格陵兰岛 加拿大，除了中文命题奉旨行事，在西方毫无波澜
MADer-Sento,https://x.com/violet86883849,2026-01-10T09:33:06.000Z,川普一天嘴里没一句实话
阿尔卑斯山下,https://x.com/wyh307434339140,2026-01-10T12:01:49.000Z,支持美国占领格陵兰！
财经120 ,https://x.com/51paper,2026-01-10T10:24:53.000Z,王菊说的是。
原氏物语,https://x.com/JamesYuan2017,2026-01-10T12:12:41.000Z,"“我的就是我的！你的也是我的！”

—— 伟大领袖川太阳 "
YAXIXI,https://x.com/YAXIXI1872,2026-01-10T14:06:39.000Z,王局的大外宣本色再现。偷换概念。
W-destiny,https://x.com/wang_desti43635,2026-01-10T07:53:38.000Z,如果以这理由夺得格陵兰岛，那以后中国也可以用这个理由。现在中国是把曾经对付中国的手段都学会了，并且能熟练运用。
嘣呒哏儿,https://x.com/bengmugenr,2026-01-10T08:29:09.000Z,你說的「中國30年都能打造成一個宜居的自貿區」是指「習近平新時代中國特色社會主義」的中國嗎？
币安交易所高返佣注册,https://x.com/yumu07658772488,2026-01-10T09:36:16.000Z,提过任何要求
Joseph | 价值投资 | 澳美股,https://x.com/Joseph_value,2026-01-10T10:21:33.000Z,川总已经失控了
Hhhhuiiss,https://x.com/kerry17171,2026-01-10T08:01:15.000Z,内部消息，李扑克该死了。
巍峰爱微风,https://x.com/hungwi581623562,2026-01-10T14:20:50.000Z,没见过这么坏逼还蠢的美国总统，更没有见过居然有这么多傻逼美国人选择这个流氓当美国总统，更没有想到为了侵占别国领土想出这么可笑无耻的理由来骗自己的傻逼国民。
AH.₿tc,https://x.com/web3_andehui,2026-01-10T14:53:57.000Z,普京说，美国只要敢抓普京，俄罗斯就让美国从地球上消失
C K,https://x.com/UZ5A4yNafYtFWpP,2026-01-10T09:19:33.000Z,你患有川普神经错乱症
博纳多,https://x.com/xUd6AHdwkjyMvVx,2026-01-10T08:55:19.000Z,就那几万人，租给美国岂不美哉！先租100年，啥也不用干了
Kenny John,https://x.com/KennyJo90214200,2026-01-10T14:39:11.000Z,哈哈哈
千山独行,https://x.com/1000winds1000,2026-01-10T08:07:26.000Z,问题是几千万米国川粪
Mark Lin,https://x.com/MarkL91771,2026-01-10T14:14:57.000Z,台灣呢??????????????????????
法無不二,https://x.com/dmc7i,2026-01-10T07:56:43.000Z,这个号这两天是不是没吃药
吃瓜群众,https://x.com/frankli9999,2026-01-10T12:56:03.000Z,美国不是缺钱吗？是可以考虑卖土地了
Chinese’s Perspectives,https://x.com/prodemocracycn,2026-01-10T08:47:43.000Z,小骂帮大忙？
free...ha,https://x.com/ConradFree16,2026-01-10T13:36:17.000Z,王局速度去做岛主
衣带易撸,https://x.com/adamyan86877050,2026-01-10T11:37:43.000Z,我草你大爷
zongzi,https://x.com/zongzi6826061,2026-01-10T13:14:45.000Z,确定阿拉斯加不会变成第二个东北？
Brady,https://x.com/bluesky24512,2026-01-10T08:40:19.000Z,都是器官外交，多了没用
严谨思考尽量不情绪化反共但不反人种不做支黑脑残粉杂U锁坚决支持日本人民收复北方四岛领土正义斗争！,https://x.com/lxl150085,2026-01-10T12:33:26.000Z,"美国特朗普，跟中共国走向了两个极端 ！
一个为了自己国家利益，可以不太管其他 ，可以只站在自己国家利益 ，一个为了政党的利益可以放弃本国人民的利益 大撒币，都走向了两个极端 ，

如果能综合下更好 ，美国不要太霸道， 中共国不要不顾本国的人民利益大撒币！"
sheng lee,https://x.com/ZHENZHEN779,2026-01-10T14:40:00.000Z,那他喵的还不得石油抽干，森林砍伐殆尽。天天光屁股裸奔也不怕丑
bill gauss,https://x.com/GaussBill,2026-01-10T13:14:20.000Z,丹麦可以公开喊价100万亿美金起步出售，价高者得
freesee,https://x.com/freesese,2026-01-10T09:29:20.000Z,你先把海南别烂尾再说吧。
God bless America,https://x.com/sigua81599694,2026-01-10T10:43:31.000Z,你懂个毛
独钓寒江,https://x.com/dudiaozhang,2026-01-10T14:37:03.000Z,北极海底有矿
SOKEP,https://x.com/kingbass007,2026-01-10T08:18:47.000Z,不愧为王菊花，关键时刻总是意料之中
Ptz,https://x.com/PittZhao62654,2026-01-10T08:18:07.000Z,婊子养的王菊花 哈哈
nam na,https://x.com/namna1746651,2026-01-10T09:36:56.000Z,操，你真厚脸皮的，吃这口狗饭这么香呢
Mario Jiang,https://x.com/arsenalsmario,2026-01-10T10:09:09.000Z,"这是一个心心念念要拿诺贝尔和平奖的主儿，流着哈喇子盯着格陵兰这么块肥肉。
希特勒是20世纪上帝给人类的噩梦，那么川大爷就是老天给千禧年的你我一份“大礼”。乱世来也！"
Listen to bai bai,https://x.com/listen2uncle,2026-01-10T08:13:59.000Z,姆们已经有雄安和海南了，其它都不稀罕
xing,https://x.com/xing72535592362,2026-01-10T15:31:16.000Z,王肛门
單純愛吃魚,https://x.com/ELLOIT123,2026-01-10T09:41:24.000Z,王桑在走夏河的老路
Gork,https://x.com/funnyshuman,2026-01-10T07:59:34.000Z,反正我說什麼理由你都要噴我，那我不如說個無厘頭的理由，我就是要這個地方了，你有種咬我？
Nizuzong2000,https://x.com/nizuzong2000,2026-01-10T14:43:35.000Z,你还是专心吃屎不要关心评论政治了
Tieqiang,https://x.com/Tieqiang_Shao,2026-01-10T13:38:45.000Z,大哥你在他乡还好吗？党和人民都惦念你啊！
小新,https://x.com/gadn1256958,2026-01-10T10:05:52.000Z,这么大的自媒体人说出这样的话，真是低能
Silas Vane,https://x.com/SilasVane,2026-01-10T13:22:36.000Z,跳梁小丑，王志安
CNMB,https://x.com/bobchat0301,2026-01-10T12:21:49.000Z,狼還是狼 共匪與北極航道絲毫無關 但卻恬不知恥地以「近北極」名義搶奪利益 控制或參與未來的北極航道狼子野心已然明白 歐美若不做預案 共匪及俄羅斯發展成行 彼時已被動 你此番共匪攪渾水的說法明顯是你主子的任務 
kong hu,https://x.com/hukong1s4fj,2026-01-10T10:03:46.000Z,这逻辑像我小时候抢座位：我不坐别人就要坐，所以先占着。格陵兰：我是谁我在哪儿
王哈哈,https://x.com/wnghh75054,2026-01-10T14:21:27.000Z,傻狗
Paul Rissing,https://x.com/PaulRissin73439,2026-01-10T07:48:05.000Z,那就赶紧打呗
wwwaaa,https://x.com/wangaimind,2026-01-10T09:23:28.000Z,阿拉斯加卖给中国？阿拉斯加人民能同意吗？
中华蹲,https://x.com/peterthega88052,2026-01-10T08:19:44.000Z,王菊对工作不耐烦了，故意暴露身份 让上级把他撤了
中华蹲,https://x.com/peterthega88052,2026-01-10T08:23:30.000Z,王菊花你很适合和苏雨桐一起互相操瞎妈
ikun,https://x.com/oneikunman,2026-01-10T08:27:59.000Z,川普是个纯粹的商人
SKY,https://x.com/SKYbrlc,2026-01-10T07:57:55.000Z,让美国再次伟大！ 世界分分合合，没了秩序
Oleg,https://x.com/blissVeson,2026-01-10T11:04:07.000Z,为什么美国不要台湾，每人发10万刀，秒变美国国籍，台湾人肯定很愿意
Cool X Media Group,https://x.com/teslamillion,2026-01-10T12:35:22.000Z,不离谱。中国人已经过去开发矿产资源啦
盛则圣君名相，衰则匹夫有责,https://x.com/HD1039,2026-01-10T07:49:05.000Z,川普抓了马杜罗后感觉他快杀疯了， 满世界追俄罗斯的影子舰队，一点面子不给大帝留了。
li hou ping1109,https://x.com/ping11096196,2026-01-10T14:53:56.000Z,把一个中国搞得民不聊生还嫌不够，还想阿拉斯加，香港作为全球三大金融中心和自由贸易港，在大英帝国的庇护下历经百年才取得的地位，让共产党十年就给败了个精光，变成了一个臭港，宜居你他妈的滚回去啊，本来不想骂人，但你妈的太恶心了 ，共产党那么好你不回去，偏要跑去中国人最仇恨的日本舔共。
lizzii,https://x.com/lynnlizzii,2026-01-10T10:30:25.000Z,你吹吧 还打造阿拉斯加自贸区 你海南岛自贸区打造好了吗 ？香港？让你毁了吧
Sinner,https://x.com/BigfootZydengcn,2026-01-10T08:59:10.000Z,早在冷战时期美国就已经在觊觎格陵兰，只不过顾忌西北欧国家会因此倒向苏联，俄乌战争彻底消除了这种可能性，欧洲不可能在东翼对抗俄罗斯的同时，在西侧对抗美国，而且，丹麦对格陵兰的殖民史确实不得人心，美国只是精准地选择了最“合适”的时机出手而已。
普构,https://x.com/cnmdcg,2026-01-10T08:35:46.000Z,王局差不多可以回央视了
小韭菜,https://x.com/tianxiashi168,2026-01-10T08:37:27.000Z,"中国早就成为全球的借口了，
扩充军备，借口中国增加军费
贸易制裁，借口和中国有合作
掠夺领土，借口和中国关系密切
……
感觉没了中国，他们都不会说话了"
Nelson K,https://x.com/NelsonK192793,2026-01-10T08:40:43.000Z,川普的逻辑闭环：我们要保护格陵兰，是因为中俄想侵占，但是我们只保护我们自己的东西，所以要把格陵兰给我
SWORDSJIANG蒋大侠,https://x.com/greatjiang,2026-01-10T08:56:55.000Z,哈哈，王桑，有一种声东击西的阴毛
𝑄𝑎𝑎𝑛𝑛𝑛𝑛,https://x.com/qaannn919,2026-01-10T07:53:13.000Z,别扯了，这不是儿戏。格陵兰的问题没你说的那么简单，谁都没权直接卖给谁，现实比嘴炮沉重
盛则圣君名相，衰则匹夫有责,https://x.com/HD1039,2026-01-10T07:50:15.000Z,阿拉斯加给中国，现在阿拉斯加已经是俄罗斯的领土了，一点不夸张。
ARMING,https://x.com/huangxming,2026-01-10T08:53:20.000Z,"特朗普想要格陵兰的终极逻辑其实就一句话：  
“北极正在变成下一个大博弈场，谁拿下格陵兰，谁就拿到了北极的钥匙 + 未来半个世纪最稀缺的战略资源”。"
takatomo,https://x.com/yrtakatomo,2026-01-10T07:48:40.000Z,给你你也去不了啊，你现在不是在日本？
Very Well,https://x.com/JackZha98598911,2026-01-10T12:20:23.000Z,狮子说：我吃羚羊是想让它永远活在我心里，免受大象吃掉
李宾利,https://x.com/tngmngqun1,2026-01-10T09:14:29.000Z,转移矛盾就完了，遇到事先把水搅浑就对了
Woodz,https://x.com/_born_rebel,2026-01-10T09:12:55.000Z,你拿个地球仪，把北极对准你的丑脸，看一下就明白为什么了
zhihao wang,https://x.com/wzh19850411,2026-01-10T08:43:59.000Z,你是不是把“王局拍案”的小编给开了？
grandecrepe,https://x.com/grandecrepe,2026-01-10T13:25:33.000Z,谁能分析一下，台海两边统一的话，对美国有没有可能有一些什么好处？
觀棋不語,https://x.com/hjsky202309,2026-01-10T13:30:24.000Z,臣妾做不到而已，你以为背靠背不想占有？
阿里山,https://x.com/ArisYaleJune,2026-01-10T10:18:56.000Z,你的粪坑老家，你也拿得出手？
安徒生,https://x.com/an_sheng66230,2026-01-10T14:40:25.000Z,王局这个SB搞不懂中国是谁的国：就算中国得到格陵兰、阿拉斯加，但锦涛依然会被架出场外、克强还会退休即死，习即便活150也会跟华国锋1样被党史除名。虽然中国目前尚未超美，但如美不趁早遏制、让这个流氓国家和平崛起，那么锦涛、克强、甚至习本人就是人类的下场，命运共同体的本质就是人人不得好死。
なっちゃん,https://x.com/nakaharabyosaka,2026-01-10T08:17:31.000Z,用三十年在北美打造出一个东北
feidongxu,https://x.com/dongxufei,2026-01-10T11:00:17.000Z,无知！
轧空,https://x.com/foodlaoda,2026-01-10T14:10:17.000Z,格林兰岛它的英文是Greenland，是中国青岛人移民过去之后取的名字，这个已经有历史可以证明了
稲津成,https://x.com/qETFlBbTSRyVMMH,2026-01-10T11:15:46.000Z,把low改成日文，这样才能显示自己是日本的
Yang,https://x.com/yang27183,2026-01-10T12:50:17.000Z,最近看了Johnny Harris的格陵兰视频，发现中国真的专注做生意，建机场开矿等等，可美国万般阻挠，然后自己驻军驻军驻军。然后各路白人还看不住这个对比，真是讽刺
朱志军,https://x.com/T7l4AWMlSyIwZQz,2026-01-10T10:22:39.000Z,你王鞠八蛋是纯傻逼啊！邪恶中共对格陵兰有要求会告诉你吗？你以为你吃邪恶中共一口屎什么都可以告诉你个王八蛋吗
Peter Healthy,https://x.com/healthy_peter,2026-01-10T10:12:45.000Z,拉倒吧你，香港被搞成臭港，沾哪哪倒霉
北美南哥,https://x.com/jokerli39877025,2026-01-10T15:28:44.000Z,转：听了一期李汀的《汀见》，讨论米国斩杀线的，推荐给大家看看。太难剪了，金句贯穿始终。简直了各位，王菊花拿啥配李汀啊大家看看。而且，这不比最近刷屏的田朴珺养眼多了吗？原视频按这里：
de ep zhou1983,https://x.com/DZhou1983,2026-01-10T14:35:02.000Z,中共滚独裁者去死呀
Elbert,https://x.com/Elbert668,2026-01-10T11:50:32.000Z,你自己在中囯都活不下去逃去日本了，还想让阿拉斯加的美国人在中共治下享受你同样的境遇？那个夏河也是一样吹嘘中国多自由，我就回了一句既然中国这么自由，为什么你只是之前批评过它，你就不敢回去了？这货吓得立马把我拉黑了！王局跟这夏河一样都是恶心的小丑！
CBN,https://x.com/CBNHTDD,2026-01-10T09:17:43.000Z,嗯嗯，国债给免了，把阿拉斯加卖中国！俄国把贝加儿湖以东卖中国。我们这代人勒紧裤腰带，为子孙后代留个大大的领土。
賽駁理客士(Cybernetics),https://x.com/Professor_Jrue,2026-01-10T12:41:16.000Z,就跟臺灣自古是中國不可分割的一部分這種理由一樣low
M.,https://x.com/Lvnabao,2026-01-10T12:56:56.000Z,你是真傻還是假傻？他的意思就是俄羅斯和中國不能隨便使用，因為美國控制就可以隨時扣留別人的船。
singsoobi,https://x.com/singsoobi,2026-01-10T09:34:48.000Z,海南自贸港都跟废物一样，还想打造阿拉斯加？？如果说那些没几天就挖开修埋管路、那些漫天扬尘的施工工地、那些空置率大于90%的外观漂亮内部毛坯的写字楼，那些水泥森林般的住宅小区也算宜居的话，中国还是省省心，建设西部地区吧，阿拉斯加就别想太多了。
Kilin,https://x.com/22Leaves,2026-01-10T10:40:10.000Z,太多的高估，和太多的低估导致你在说话的时候无与伦比
成为一个人,https://x.com/gangau20001,2026-01-10T12:55:30.000Z,不得不对王局是中国的大外宣有所考虑
sunshine,https://x.com/wu_louise66174,2026-01-10T13:05:13.000Z,川普在忽悠中国尽快收复台湾，让他没有道德压力和世界舆论压力
Ben,https://x.com/d2wpcYeKPvp1clu,2026-01-10T07:55:45.000Z,好像抗日战争结束以后。美军就没有踏入过中国境内。但有好像天天从课本，广播，报纸，以及宣传大字报。看到美国，日本，西方列强无时无刻不在准备侵略中国。不是武装侵略就是经济侵略。为什么央视出身的媒体人。竟然忘记了？当年侵略的理由，你都可以拿出来用呀。别怕川普不会说你泄密抓捕你。
pinapple,https://x.com/DeiWeide,2026-01-10T08:42:19.000Z,王局，你们日本人就别操心了。
雨小轩、,https://x.com/Yuxuan_CN,2026-01-10T11:11:17.000Z,为什么特朗普想要格林兰岛
observer,https://x.com/Observer98930,2026-01-10T07:52:01.000Z,这他娘的叫人类文明的灯塔。那我们村支书村长叫灯塔的祖宗。
党和国家领导人,https://x.com/dhgjldr2025,2026-01-10T14:23:49.000Z,你让咱妈先把东三省打造好吧，还阿拉斯加。
Fish Comic,https://x.com/c19820105,2026-01-10T10:32:24.000Z,川普说的不做，做的不说，目前格陵兰是安全的，等川普啥时候不说了，可能突然几个小时就拿下了。
SpongeBob,https://x.com/SpongePatrol,2026-01-10T14:37:09.000Z,到底是漏出真章了，说吧，你还看上哪了？要不把加州也卖给共产党？
最终幻想,https://x.com/01234567can,2026-01-10T08:31:52.000Z,和你一样，为了流量总故意把事情歪一点，让两边吵起来
ABcom,https://x.com/ababnb27477,2026-01-10T10:30:40.000Z,共匪是土匪，专门干肮脏的事，专门背地里干肮脏的事，你共匪爹让你出来叫，你作为共匪狗
楚辞,https://x.com/hsudieue78849,2026-01-10T10:12:24.000Z,看到评论没有？在外网只要你客观的看待一个事物 就有一群
William Chen,https://x.com/chen_willi74558,2026-01-10T12:40:09.000Z,这个傻逼王菊畜生揣着明白装糊涂
msknmsl,https://x.com/msksl888,2026-01-10T09:33:53.000Z,王局大外宣实锤
Yang Bryant,https://x.com/liran1994,2026-01-10T09:05:29.000Z,美国需要讲道理？它只需要给个借口，自然有大殖子给他舔
Marcvs Livivs Drvsvs,https://x.com/LivivsDrvsvs,2026-01-10T13:52:22.000Z,30多年前一个英国喜剧已经预言帝国是怎么制定扩张政策的：
FatParrot,https://x.com/fatparrotdaily,2026-01-10T11:38:52.000Z,王局已经开始渐入佳境  开始为什么每一个美国人首先是反美  有点闲工夫才开始反中
Hhhhuiiss,https://x.com/kerry17171,2026-01-10T07:59:31.000Z,王局国内被皇汉批斗的都成了满姨了。好家伙，这是文化大革命又来了吗？
Jake,https://x.com/zhucebuliaolt,2026-01-10T08:10:53.000Z,军事战略要地，如果he战要越过格陵兰
Agu888,https://x.com/KaiLeeynu,2026-01-10T09:18:54.000Z,川皇：不管那么多，就要，就要
ngma nei,https://x.com/NeiNgma86400,2026-01-10T11:55:48.000Z,黄菊花到底以什么身份讲嘢
Cheems,https://x.com/cheems0x,2026-01-10T07:49:55.000Z,literally makes zero sense
Crypto区块链,https://x.com/cryptorrqkl,2026-01-10T08:24:31.000Z,“不给我就给中俄”就是典型恐吓话术：把扩张包装成防御。真要谈格陵兰，核心是当地人意愿和丹麦框架，不是美国拿地缘政治当借口开价。
lovechina2022,https://x.com/lovechina202210,2026-01-10T14:31:53.000Z,加入美国是好事，中国大部分地区的人希望并入美国
yi zhu,https://x.com/yizhu194633,2026-01-10T07:49:01.000Z,这理由太好了，对第一岛链全能用
一把｜使徒,https://x.com/Whiskey7711,2026-01-10T07:52:58.000Z,拳拳之心明顯。油管 @LordApostleTV 有風控底層邏輯的分析。
公瑾,https://x.com/gongjin36034038,2026-01-10T08:47:14.000Z,反正他的支持者绝大部分都是傻逼，随便他忽悠
𝑲𝒂𝒊𝒔𝒂𝒂𝒂,https://x.com/kaiiissaaaa,2026-01-10T07:48:08.000Z,对，就是这样，逻辑扯淡，别把格陵兰变成棋子，low
搅局者尹瑞,https://x.com/rueeyane,2026-01-10T10:31:23.000Z,"你真是有点莫名其妙了。阿拉斯加给中共就能用好，你是如何自恰地的出来的？
香港是成型的自贸区完整地交给中共的吧？现在更好了吗？
中国那么多自己的土地，没有一块自贸区，是因为没地儿吗？
骂美国就骂好了，何必无脑乱吹呢？
Low？"
Paul Miao,https://x.com/PaulMiao8,2026-01-10T07:50:51.000Z,"反共檄文

起跳的木鱼

岁在甲辰，时在任戌，值此国贼当道，良君失柄，党猖而道亡之际，共匪气尽，习贼暴虐，良人悲鸣而奸贼嚣狂之机，卑做此文，以呼良君良人共讨之，重履邓公之开化之路，复立蒋公之三民之国。"
班長,https://x.com/KING_MASAYUKI,2026-01-10T11:23:53.000Z,"你丫咋知道以后不会呢？
你丫知道中国现在在北极有多积极么？

还有，中国自己还有那么多垃圾地域，2/3以上都是贫困区域，也没见有啥开发啊？"
批判书生,https://x.com/123Xdq173,2026-01-10T09:46:34.000Z,王菊又开始胡咧咧了
WowWow,https://x.com/YaJonhFK,2026-01-10T13:08:19.000Z,"上一次被打臉的是德國駐聯合國的代表～
"
激萌甜心|姐姐,https://x.com/Johnny194051868,2026-01-10T08:05:27.000Z,墨迹的勿扰懂的看e
louddy bao,https://x.com/user4523445645,2026-01-10T07:56:55.000Z,这不就是自由民主人权吗
苍天无眼,https://x.com/huangpiechu,2026-01-10T14:02:59.000Z,川普的目的是分裂北约，给俄爹献礼
诚聘板主,https://x.com/Y5nt1dUl0yRjfmu,2026-01-10T09:01:17.000Z,中共也沒有說要得到緬甸。但是緬甸現在是什麽情況大家都知道
