回帖用户名,用户主页地址,回帖时间,回帖内容
Fan 埃隆·马斯克中文转推,https://x.com/musk_old_fan,2026-01-10T05:56:54.000Z,"特朗普是不是已经为所欲为，没有任何约束了。有人说国内法律还能约束他。
如果美国法律能约束他，他针对委内瑞拉的行动就无法发起吧？"
Xiaoniao2x,https://x.com/Lvxiaoniao2x,2026-01-10T10:49:40.000Z,我挺王局这个推。床铺最近有些言行从美国利益角度可以理解 一个普通美国人胡言乱语无所谓 但是猴子
飛起來2030,https://x.com/feiqilai2030,2026-01-10T06:40:25.000Z,任何制度都有前提
芥末章鱼,https://x.com/jiemolaozhangyu,2026-01-10T06:06:20.000Z,特朗普还没有资格和老毛比吧。
Vincent,https://x.com/win1688888888,2026-01-10T08:33:13.000Z,谁拳头大，谁就是法。
Sam Johnny,https://x.com/SamJohnny868,2026-01-10T07:27:39.000Z,王菊花小学语文没有学好
比爾,https://x.com/br6432127649692,2026-01-10T08:22:02.000Z,無發無天肯定爽
Simon,https://x.com/Simon16607808,2026-01-10T07:43:45.000Z,不当类比得出错误的结论。资深调查记者不应该犯这样的逻辑错误。为什么呢？
替天行道,https://x.com/FLei666,2026-01-10T06:43:31.000Z,特特放个屁，菊菊都当真。
 wakaka ,https://x.com/dzhulo167762,2026-01-10T05:57:37.000Z,操，老王你x光眼啊，看得透透滴
Ji Huang,https://x.com/JiHuang02026178,2026-01-10T05:57:07.000Z,老头确实是做得过分了，
太黑,https://x.com/Arale_llee,2026-01-10T09:06:33.000Z,别人一条五毛，你是固定工资500万外
kong hu,https://x.com/hukong1s4fj,2026-01-10T06:34:19.000Z,从“秃子打伞”到“道德自律”，翻译成人话就是：我最大。我们打工人想学也不行，公司制度比国际法还硬
夏天晚风吹,https://x.com/XiaWan27472,2026-01-10T12:01:31.000Z,明明是美术生诈尸
biobot,https://x.com/Jioicebot,2026-01-10T05:57:24.000Z,一丘之貉
台獨份子的快樂資料庫天安門坦克紀念日,https://x.com/8964allsin,2026-01-10T07:48:38.000Z,"王志安舉出了兩個問題：
一、毛澤東是個禿子。
二、中華人民共和國政府是獨裁傻逼政府，
拿假屍體騙牆內居民，
真毛澤東在美國。"
Hallelujah,https://x.com/lin123lin123,2026-01-10T08:27:00.000Z,王菊，马杜罗是你老豆吗，最近破大防
陈大大大海,https://x.com/ChenGuang12545,2026-01-10T07:11:59.000Z,强人政治一直是政治领域的究极形态，成败一身
Jenny Maher MAGA,https://x.com/jianling_maher,2026-01-10T09:11:05.000Z,宪法和国际法是两回事。你家老毛不需要的是宪法
稻草人,https://x.com/keaidewoo,2026-01-10T07:04:09.000Z,突然觉得AI治理人类是个好主意
solo,https://x.com/solo88715596,2026-01-10T10:33:23.000Z,王志安现在除了诡辩洗地之外，哪里还有一点点良心，曾经自诩为调查记者，快去看看夸克说，扒的你体无全肤，简直是降维打击，你这种货色在真正的记者面前简直就像一滩狗屎
福澤和夫,https://x.com/liushandaoren,2026-01-10T08:47:21.000Z,我很不想相信王局是大外宣，但是王局在重要的事件中立場上和中共高度一致，沒有一次例外！
川牛斯克,https://x.com/RichNoRisk,2026-01-10T08:51:51.000Z,我觉得中国还没资格批评美国，人家川普支持率才40多，中国比你血氧饱和度还高，正常吗
容亨,https://x.com/Swu39XP2L5J05yO,2026-01-10T09:28:36.000Z,菊桑 如果我大统领干翻你主子 你可如何是好 你是亡命哪个天涯 还是此后卖菊为生
Alex & Aileen,https://x.com/alexandaileen,2026-01-10T07:11:27.000Z,你這樣下作地偷換概念，果然是純種中國人
奥雷里亚诺上校,https://x.com/honda400Xowner,2026-01-10T05:56:32.000Z,老毛：我只对我自己负责
ミクちゃん,https://x.com/BaiChen69112,2026-01-10T10:09:06.000Z,那可不一樣，特朗普不至於傻到會發動“文化大革命”那樣不當人的事情，再者，特朗普的權力雖大，一旦操作不好或者時間一到（並非100%），還得下台，而老毛不一樣，死了幾千萬人不也當的穩穩當當。
WesAIderson,https://x.com/Don2nd223,2026-01-10T08:57:36.000Z,毛泽东转世灵童就是禁止你回国的那只，美国那只还没养肥
肥适之啊肥适之,https://x.com/outstripmyself,2026-01-10T07:16:18.000Z,他能蹦跶几年？到期换个人就行
沐长风,https://x.com/muchangfeng2016,2026-01-10T06:15:33.000Z,不得不说川普是个上下五百年一遇的人物，别人再怎么也是干着无法无天的事，嘴上尽是漂亮话，他可是语不惊人死不休
苏义洪（实名反共）看我主页,https://x.com/syhng18091,2026-01-10T07:22:28.000Z,哈哈哈哈，看看这几天中共小兄弟马杜罗被抓。把大外宣王志安急的
Three Crows,https://x.com/alibaba67259514,2026-01-10T10:05:58.000Z,美国人没经过文革，要经历一次才长记性。
语言即世界 人权高于主权|支言支语｜支人思维 ｜支那ぶた,https://x.com/allmoneycome6,2026-01-10T10:28:34.000Z,自由无价，委内瑞拉人民能用石油换自由，真是件天大的好事。中国人民如果能用稀土换自由，为什么不换呢我代表所有支那人，向文明世界发出邀请，只要美日台澳英法德等文明国家推翻共产党，中国人民给予列国5年稀土开采权，五年之后，同中国一起实行5年共同开采。
bu bu,https://x.com/bubu119322055,2026-01-10T12:16:09.000Z,这次所有共匪大外宣基本都暴露了
除夕,https://x.com/kevinhu06646452,2026-01-10T07:10:13.000Z,"You are not only stupid moron, you are also evil indeed. 
You know these is totally different system and not comparable at all, one is democracy system, other is dictatorship system. but you foolish around persons in the wall. 
That is why I call you fucking stupid idiot and evil"
币安交易所高返佣注册,https://x.com/yumu07658772488,2026-01-10T07:58:47.000Z,不需要国际法
Allen Wi,https://x.com/allen_wi17994,2026-01-10T14:47:26.000Z,你就是土共的狗腿子，知道土共命不久矣吗？
亚设,https://x.com/yus102101196006,2026-01-10T10:12:12.000Z,去你妈隔壁，咒诅你，全家
mingz,https://x.com/Cwm1982Mingz,2026-01-10T06:54:31.000Z,美国佬再怎么说，他也是三权分立的，他的行为真的越界，自由国会和法院管着他。老毛有人能管吗？
中环局外人 | Central Outsider,https://x.com/CentralOutsider,2026-01-10T06:22:12.000Z,特朗普终于摊牌了：他不是要维护规则，他自己就是规则。 这种‘法律太麻烦、开会就解决’的效率观，其实是典型的交易员心态——法律限制了利润，那就踢开法律。 所谓的‘道德准则’，翻译过来就是‘我想怎么干就怎么干’。看来‘美国优先’的终点，就是让华盛顿变成一个不讲法律的‘超级个体户’。
吃草的羊,https://x.com/liu196393764356,2026-01-10T08:51:29.000Z,不知你是故意断章取义还是无法理解川普的整段访谈中表达的意思。
TheChain,https://x.com/Benson11110,2026-01-10T12:11:06.000Z,跟我說這不是小罵幫大忙的中共特務?
信仰的颜色是姨妈红,https://x.com/zhrmghg4910,2026-01-10T09:13:31.000Z,嗯，，区别就在于这位外国老毛最多执政4年，而且他只能遵守美国制度，而老毛是建立制度，在制度之上。
Jiesen,https://x.com/guoguo11032017,2026-01-10T06:16:33.000Z,纯坏比
信仰的颜色是姨妈红,https://x.com/zhrmghg4910,2026-01-10T09:15:17.000Z,安理会五常哪个从头到尾都遵守国际法了？
New Creation,https://x.com/newcreationmsn,2026-01-10T09:40:38.000Z,你这坨支那垃圾真恶心
博纳多,https://x.com/xUd6AHdwkjyMvVx,2026-01-10T08:16:58.000Z,川普太可爱了！别人给他紧找补为了委内瑞拉人民，他说就是为了石油，笑死我了！真小人比伪君子强我喜欢
WenWu,https://x.com/WenWu7008990098,2026-01-10T06:35:00.000Z,傻呗
He Ying,https://x.com/HeYing795495,2026-01-10T07:47:08.000Z,闭嘴吧，丢人还不自知
btr,https://x.com/btr2077,2026-01-10T12:36:57.000Z,黃左們和中俄連為一氣
小龍王I am Charile Kirk,https://x.com/shittweetjack,2026-01-10T13:48:20.000Z,不就是没给批美国签证吗？这报复心也太强了！辛亏师太远离你这小男人了
PatrickWalletV,https://x.com/Patrick45390607,2026-01-10T06:36:50.000Z,弱肉强食，丛林时代了，还他妈在这道德婊呢
Frank,https://x.com/Frank33557393,2026-01-10T10:33:37.000Z,老川显然讲到了信仰层面的道德，似乎超出了你可以理解范围
Wong,https://x.com/WongTony777,2026-01-10T10:17:29.000Z,老毛一直在你心中死共狗
共产亡于共管,https://x.com/xiaobin_li57244,2026-01-10T11:41:44.000Z,還不扶好你主子習包子的鸡巴？
HIMALAYA,https://x.com/Tsultrim15,2026-01-10T10:41:57.000Z,川普杀了多少老百姓？老毛杀了多少老百姓？
夏小雨,https://x.com/xiaxiaoyu007,2026-01-10T09:57:01.000Z,你老婆在网上哭诉，没想到你爹没死，诈尸到日本了
X89,https://x.com/X891218570,2026-01-10T05:55:09.000Z,王局缺常识逻辑
Garcia1999,https://x.com/Garcia199912,2026-01-10T12:40:06.000Z,王志安这货是来搞笑的吗
Fish Comic,https://x.com/c19820105,2026-01-10T06:10:31.000Z,法律有时候是滞后的，但川普的道德也不先进。
桃幺幺,https://x.com/lxrtzx,2026-01-10T07:20:59.000Z,臭傻逼 敌人不遵守规则 我们为什么要被规则约束起来
Marc,https://x.com/D088X,2026-01-10T15:26:32.000Z,王局的言论越来越傻逼
末日审判,https://x.com/lz202502,2026-01-10T13:56:18.000Z,从太平洋西岸到太平洋东岸，这才叫无缝衔接吗？
SHD小芳,https://x.com/SHDxiaofang,2026-01-10T07:52:34.000Z,滚你妈了隔壁，你去过委内瑞拉吗
Thomas,https://x.com/Thomaskong96638,2026-01-10T06:18:03.000Z,"王志安你才是无法无天！
你家暴的事，
在美国"
M80,https://x.com/zl3296,2026-01-10T08:39:21.000Z,我理解王局，为了流量做出这种挑动意味的发言，但如此明显的逻辑谬误真的就有点过分了。
怎么又下雨,https://x.com/rushenberg85928,2026-01-10T06:45:36.000Z,蹲一个男大
蓝莓汁,https://x.com/VMoomaw19217,2026-01-10T06:46:17.000Z,有弟弟线下吗
JACK,https://x.com/creazysoul,2026-01-10T07:17:04.000Z,我支持美国保守派，比如特朗普对待变性人双性gbt的态度我就坚决支持。但是我反对美国和俄罗斯眉来眼去，明明普京是战争罪人，特朗普天天骂泽连斯基。 但是美国白左欧洲白左更让我恐惧，我不希望全球穆斯林化。川普一刀切驱赶移民和我党北京驱赶低素质人一个德行。
哈气佩佩,https://x.com/Ylei286549,2026-01-10T06:18:24.000Z,毛主席能打赢抗日战争和国民党，川普能打赢美国大选宣传战，王志安能打赢李汀。这三个人加起来名动全球，了不起了不起
Juuggler,https://x.com/quiltynod,2026-01-10T06:33:53.000Z,观点奇特，老登青涩
Lee Ming Liang,https://x.com/LeeMingLiang1,2026-01-10T05:55:45.000Z,"你在你自己家都做不到言论自由。
在那里骂老毛干嘛？
老毛打老婆了吗？"
ちいかわモモンガ教ネココネコ՞ ̳o̴̶̷̤ ̫ o̴̶̷̤ ̳՞✧︎,https://x.com/Nekokoneko10086,2026-01-10T09:57:00.000Z,大外宣的任務，果然會主動積極出現在時間線啊
黄金标,https://x.com/CaptainHuang001,2026-01-10T07:10:01.000Z,"分析下他的追随者画像，除靠他搅浑水可以获益的“聪明人”，主体构成几乎是反智文盲、低收入、低认知、低社会阶层，无法创造社会价值的流氓无产者。

聪明的左派和理性的右派为美国乃至世界创造了绝大多数的财富和价值，而MAGA就像老北京顽主、酒腻子、胡同串子，不断拖累世界发展的脚步。"
Michael2020,https://x.com/armyjiang18,2026-01-10T06:48:57.000Z,老煞笔
Obama Bai,https://x.com/eblcu_,2026-01-10T07:07:53.000Z,特朗普要能吞并格陵兰。中国就顺理成章的收回台湾。
雨后明澈的青山,https://x.com/wang_zone63651,2026-01-10T12:17:49.000Z,世道轮回
𝑄𝑎𝑎𝑛𝑛𝑛𝑛,https://x.com/qaannn919,2026-01-10T06:21:03.000Z,Nice move 
咖咖,https://x.com/guo00100,2026-01-10T05:58:33.000Z,据说中介2万美元就能移民格陵兰岛，说不定后面老川还给你发10万美元。关键是赖清德不敢拒绝你入境了，在台湾日本还能做人上人
REKT  NEKO,https://x.com/rektNeko,2026-01-10T05:59:14.000Z,yooo
Q.xiao,https://x.com/Qxiao159,2026-01-10T06:20:29.000Z,恶人还得恶人磨
Jack(易链科技-区块链服务商）,https://x.com/easychain88,2026-01-10T06:09:58.000Z,"占领格陵兰岛真的很轻松。

特朗普真的可以做到！。
北约今年解散！"
Spagheddie,https://x.com/TheSpagheddie,2026-01-10T07:52:10.000Z,这没法比啊。中美两国体制对权力的约束天差地别
y2k19450806,https://x.com/y2k16608170,2026-01-10T05:54:10.000Z,唐毛主义
北美南哥,https://x.com/jokerli39877025,2026-01-10T15:21:26.000Z,菊花
AUSTCHIN,https://x.com/Austchin_QIU,2026-01-10T08:03:21.000Z,特朗普其实也就是说说，别当真，强大的宪法力量不会使老毛的无法无天在美利坚造成文革时的后果
方祎允,https://x.com/Pngfngt1965iuy,2026-01-10T07:00:32.000Z,毛泽东正在美国大地上借尸还魂
Paaaaaarrrk,https://x.com/ball_gym,2026-01-10T06:25:44.000Z,所以叫他king真不是没有原因的
りしれ供さ小,https://x.com/bbcall1998,2026-01-10T10:31:54.000Z,"要有菊花矩陣の菊花法
才行666"
Vincent,https://x.com/Vincentumjz,2026-01-10T06:00:30.000Z,川普=西方的太陽？
Sam Chung,https://x.com/SAMCHUNGusa,2026-01-10T11:17:26.000Z,你个臭蛆还是CCTV那个味儿：“呦！你美帝怎么也这样啊～”，其中的“也”字用得好
takatomo,https://x.com/yrtakatomo,2026-01-10T06:07:33.000Z,王局说的对，这个社交账号是哪个国家的。
每日1禁果,https://x.com/RainBowJoe1992,2026-01-10T06:28:21.000Z,川普到中国当领导人就是毛泽东第二，可能比习总都狠
SWORDSJIANG蒋大侠,https://x.com/greatjiang,2026-01-10T09:06:10.000Z,呵呵，王桑的中文水平太高了
W-destiny,https://x.com/wang_desti43635,2026-01-10T06:17:40.000Z,人类历史长河中，民主的历史那真是太短了，未来千年内能否成为主流还真有待观察。
Rowan.Z,https://x.com/RowanZet,2026-01-10T10:08:27.000Z,缺德的事做多了下场都比较惨。大傻逼
初中肄业博士,https://x.com/kobe198964,2026-01-10T05:56:38.000Z,那只能说幸好川普的道德水准比老毛高多了。
ikun,https://x.com/oneikunman,2026-01-10T06:22:02.000Z,川普不装了 摊牌了
北美南哥,https://x.com/jokerli39877025,2026-01-10T15:26:03.000Z,菊花
Chenchun,https://x.com/Chenchu88069975,2026-01-10T15:18:21.000Z,你傻逼能听得懂英语吗？你去亲自听一听川普接受采访时怎么说的。不要糊说八道！
김정운,https://x.com/Yaneternal,2026-01-10T07:51:57.000Z,你打老婆的时候没有想想法律么？
Latte,https://x.com/nimbuser,2026-01-10T06:45:41.000Z,王菊你專心給牆內翻牆出來的洗腦就完了，英文那麼差就別摻和世界其他國家的事了
Agu888,https://x.com/KaiLeeynu,2026-01-10T06:10:51.000Z,老毛：你小子记性咋这么好，晚上去你梦中找你
打油诗人甄晓咨,https://x.com/gamrover,2026-01-10T07:05:29.000Z,老毛诈尸？难道川普要消灭剥削制度了吗？
 加利佛尼亚不养闲人,https://x.com/wxwxwx87654321,2026-01-10T06:52:37.000Z,你错了，因为国际法已经被左派和共产主义玩死了。所以那条路走不通了。实在不行菊花王去美国当警察主持正义。
我不是壞人,https://x.com/chinalaosiji,2026-01-10T14:58:59.000Z,快鸡八去看孩吧！你连国际法和国内法都分不清吗？川普说的的是国际法，而老毛说的的是国内法，天壤之别
域外巡视使,https://x.com/fei3736,2026-01-10T06:15:32.000Z,终于找到G点出来开喷了
安徒生,https://x.com/an_sheng66230,2026-01-10T15:02:49.000Z,王局是SB：川宝的选区是美国，川宝只需对选区多数负责。能制衡川宝和选民的只有美宪和终身任职的法官。国际法只是国间协议，无最高院裁决无军队执行。且低端人口习认为大撒币买非洲小国选票可控制国联、驴党佩妖认为引进非移可永久执政。但低端人口想不到川宝会掀桌退群：和平游戏老子必输，不如动武！
SX,https://x.com/GuanoWife,2026-01-10T08:27:44.000Z,放你TM的狗屁！
自由的大星,https://x.com/John_Jiang127,2026-01-10T10:48:39.000Z,王局真是逢川比黑，虽然挺喜欢你的节目，但是25年的节目和你前两年的节目相比，评论和见解水平明显下降很多！
YIM,https://x.com/YIM88514208,2026-01-10T12:32:54.000Z,你被台湾禁止入境是应该的
Dan,https://x.com/dfeng101,2026-01-10T06:43:24.000Z,王局对毛泽东的评价是不是不够全面？发现中美建交是毛泽东通过乒乓球比赛“小球转动大球”实现的，邓小平实际上是对毛政策的延续，以前知道基辛格秘密访华，以为是美国主动的，似乎关键时刻毛泽东身段也能软下来
Johnny,https://x.com/guangfuminguo1,2026-01-10T13:23:02.000Z,你不高兴了，侮辱你家毛腊肉了，特朗普心中有道德，头上有耶稣，打击独裁者，宇宙共赢，你这人有三观没底线，理解不了文明你理解的只是野蛮
Bob Geller,https://x.com/lackluster773,2026-01-10T11:07:25.000Z,国内法和国际法一样？你的认知是真垃圾
开盒/全家户籍/抖音开盒/社保记录/医疗记录,https://x.com/zhouyang517,2026-01-10T05:54:51.000Z,加油
Jude Marcelo,https://x.com/MarceloJud39257,2026-01-10T07:27:16.000Z,菊花
长乐而未央,https://x.com/bbboy38211578,2026-01-10T07:03:42.000Z,瞧你那怂样，我就欣赏毛主席和川总这魄力，挥洒自如。你年纪不大，雄性激素就完全停止分泌了？
里红痔大湿,https://x.com/pengzaizhou123,2026-01-10T12:55:24.000Z,概念不一样，老毛是掠夺中国人拯救非洲兄弟。川普是掠夺全世界补贴美国人。
Azianozinzouou,https://x.com/azianozinzouou,2026-01-10T12:38:27.000Z,"王局，我看你还是少讲美国…
英文一知半解，看的都是重新加了一遍滤镜的中文翻译。讲美国的事，最好先用英文在推上进行讨论。
就如秦晖先生讲的，讨论美国的议题你的受众应该是英文群体，即便你讲述的语言是中文"
不是哥们,https://x.com/xxinshn44054213,2026-01-10T06:39:17.000Z,你这话让你的粉丝 菜比博士情何以堪啊
JACK,https://x.com/creazysoul,2026-01-10T07:20:16.000Z,川普应该找王局当幕僚，就如曾国藩之于左宗棠。
道听途说,https://x.com/zxxsay,2026-01-10T07:06:33.000Z,所谓国际法并没有法的属性，比如裁判法官、强制执法机构等，只是一个文明公约，违反了也没后果，比如南海的判决，有人执行吗？因为这是一个主权范畴，国际法不存在主权，靠的就是自觉，但不自觉的流氓就会占便宜。所以，对付流氓只能是总流氓手段，而不是国际法。
翻墙看看,https://x.com/J20PRO,2026-01-10T14:24:15.000Z,傻逼王菊花，背弃国家和民族，侮辱毛主席，猪狗不如！
scientific capitalist ☭⃠,https://x.com/SciFicommunist,2026-01-10T10:09:08.000Z,美國特殊論是現實。老毛只會嘴硬，被蘇聯爸爸欺負了也要找美國警察來出頭。
Jin Zhangliang,https://x.com/JinZhangli73703,2026-01-10T08:11:18.000Z,你这种家伙，这个位置，这个认知 就不要躺这种浑水了，多放在你够高度的事情上化点功夫吧
旧世界的老夫子,https://x.com/zhangzaizi,2026-01-10T06:11:35.000Z,老毛子可不会让你在这里自由的逼逼奶奶
Sima Liu,https://x.com/SimaLiu6,2026-01-10T08:11:11.000Z,1970年12月18日，毛泽东在会见中国人民的老朋友美国记者埃德加·斯诺时，引用了这句话。他说：“我不怕说错话，我是无法无天，叫‘和尚打伞’，无发（法）无天，没有头发，没有天。”他当初可能没有想到过，当时的一句笑谈后来随着历史的变迁，竟被作出各种解读甚至曲解。
yi mei,https://x.com/yimei5726518716,2026-01-10T13:25:19.000Z,傻逼
Kilin,https://x.com/22Leaves,2026-01-10T10:31:56.000Z,美国一直这样，只不过特朗普有啥都说出来罢了
image72,https://x.com/image72,2026-01-10T06:15:52.000Z,"说你一句傻逼都是轻了, 你最好祈祷自己能埋在日本. 为什么还要使用中文呢, 是不是贱"
020_Galaxy,https://x.com/fluxionum,2026-01-10T06:11:00.000Z,"王丧，你太看不起老毛了，老毛要是去美国那他就是天然的总统呀，还需要走过场选吗？人家要为人民服务一生一世呀....
你把一个傻逼独裁者和一个票选的总统拿来比较，我也是醉了"
Cfts,https://x.com/free_Lin1,2026-01-10T06:34:21.000Z,国际法阻止俄罗斯入侵乌克兰了吗？你不能在俄罗斯入侵乌克兰的时候无视国际法在美国突袭委内瑞拉时又大喊遵守国际法吧。二战后建立的国际秩序已经作废了，
li li li li,https://x.com/lililili1968975,2026-01-10T06:55:02.000Z,你这种地摊文学培养的一代人 真的很low
马甲,https://x.com/mji56648483,2026-01-10T07:32:07.000Z,简直无法无天！
SAM,https://x.com/WLZN1999,2026-01-10T12:27:32.000Z,"国际法没有执法机构，基本就是一套国际之间自我约束的道德体系。
前苏联入侵阿富汗，两伊战争，入侵科威特，美越中越战，俄乌战争……无一不违反国际法，所以这次逮捕马杜罗你别拿国际法说事。

要勇于承认，国际之间实际上没有法，发生争端只需根据你的内心选边站。例如这次，你站马杜罗还是特朗普？"
中共迫害法輪功學員(部分)案例館,https://x.com/photoH161178,2026-01-10T09:40:04.000Z,"八
12/21"
精神病院院长杨大福,https://x.com/Bei29227Si,2026-01-10T08:28:38.000Z,"跟小人谈君子，跟君子谈小人。
直接摊牌不就完了，国际法早失效了，君子之间守法讲法，但是你和流氓讲这个，那就属于脑子瓦特了，不过就是窗户纸捅破了而已"
Zane39,https://x.com/zanei39,2026-01-10T07:26:02.000Z,你去跟习近平谈围攻台湾的国际法去，你去跟被马杜罗折磨的政治犯谈国际法去
Jarrett Jack,https://x.com/hm400800,2026-01-10T13:18:28.000Z,You beat your wife until she was disabled. You are such a despicable domestic abuser. The Lord will judge your sins.
observer,https://x.com/Observer98930,2026-01-10T05:56:36.000Z,毛主席不会去美国，就算他去世了。人家是一辈子反美的志士。永远的神。
Doctor Blueberry Pie ,https://x.com/DocBlueBerryPie,2026-01-10T09:59:47.000Z,吐槽一下关于你讲抓委内瑞拉
Didala,https://x.com/iKN9eJvqBDTWwIl,2026-01-10T07:17:32.000Z,想骂建国又怕少了反共的流量，但凡不提反共，没人理你，一面利用流量一面被流量裹挟
小羊晕呼,https://x.com/CindieEndr12984,2026-01-10T06:46:16.000Z,dd个线下的哥哥
喷水容易上瘾,https://x.com/WynonaScho8417,2026-01-10T06:44:38.000Z,急需一位固炮
乖乖女是母狗,https://x.com/tekell55686,2026-01-10T06:46:56.000Z,广东女蹲一个固定搭子
欲望少女,https://x.com/FBlatt67814,2026-01-10T06:42:10.000Z,有万达广场附近的吗
母狗小瑶,https://x.com/FeliciaK22663,2026-01-10T06:45:32.000Z,有哥哥线下吗
锦瑟喵喵,https://x.com/ElkeMaco46162,2026-01-10T06:46:53.000Z,有没有单男
我要四点半睡,https://x.com/GradyPanam38148,2026-01-10T06:20:49.000Z,急需一位固炮
小辣猫,https://x.com/IlarrazaNi82995,2026-01-10T06:20:50.000Z,有弟弟线下吗
千万次心跳,https://x.com/MaureenNee7542,2026-01-10T06:42:13.000Z,广东女蹲一个固定搭子
